"SURVEY_NAME","MGT_AREA_CD","TOW_NO","TOW_TYPE_ID","START_LAT","START_LON","END_LAT","END_LON","DEPTH_F","SPECIES_ID","BIN_ID","LIVE_RAW","DEAD_RAW"
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,55,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,60,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,65,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,70,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,75,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,80,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,85,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,90,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,95,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,100,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,105,1,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,110,2,4
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,115,6,1
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,120,16,2
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,125,11,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,130,19,1
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,135,1,1
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,140,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,145,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,150,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,155,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,160,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,165,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,170,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,175,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,180,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,185,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,190,0,0
"GB2023.2","GBa",3,1,4200.94,-6619.56,4201.31,-6620.05,42,1,195,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,0,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,5,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,10,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,15,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,20,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,25,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,30,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,35,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,40,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,45,2,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,50,2,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,55,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,60,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,65,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,70,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,75,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,80,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,85,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,90,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,95,1,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,100,3,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,105,3,1
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,110,5,1
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,115,6,1
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,120,5,2
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,125,5,2
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,130,6,2
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,135,1,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,140,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,145,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,150,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,155,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,160,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,165,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,170,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,175,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,180,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,185,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,190,0,0
"GB2023.2","GBa",4,1,4202.5,-6620.6,4202.79,-6621.19,45,1,195,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,0,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,5,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,10,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,15,2,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,20,1,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,25,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,30,1,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,35,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,40,9,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,45,10,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,50,12,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,55,0,1
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,60,1,2
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,65,5,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,70,2,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,75,1,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,80,2,1
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,85,5,2
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,90,4,4
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,95,5,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,100,7,2
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,105,10,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,110,25,3
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,115,31,7
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,120,20,1
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,125,19,2
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,130,18,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,135,2,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,140,1,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,145,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,150,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,155,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,160,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,165,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,170,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,175,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,180,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,185,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,190,0,0
"GB2023.2","GBa",5,1,4202.46,-6622.62,4202.98,-6622.53,45,1,195,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,0,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,5,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,10,1,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,15,2,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,20,5,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,25,1,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,30,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,35,7,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,40,15,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,45,37,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,50,57,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,55,32,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,60,14,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,65,42,6
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,70,54,4
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,75,72,8
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,80,42,5
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,85,48,6
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,90,36,15
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,95,44,12
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,100,63,18
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,105,75,8
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,110,85,18
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,115,96,6
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,120,48,5
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,125,25,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,130,5,2
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,135,3,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,140,1,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,145,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,150,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,155,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,160,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,165,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,170,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,175,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,180,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,185,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,190,0,0
"GB2023.2","GBa",6,1,4202.36,-6624.06,4202.82,-6624.38,46,1,195,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,0,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,5,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,10,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,15,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,20,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,25,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,30,1,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,35,2,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,40,7,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,45,15,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,50,12,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,55,7,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,60,2,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,65,20,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,70,38,4
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,75,42,5
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,80,52,10
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,85,68,15
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,90,131,28
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,95,173,31
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,100,178,19
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,105,125,18
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,110,79,10
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,115,45,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,120,17,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,125,7,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,130,1,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,135,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,140,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,145,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,150,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,155,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,160,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,165,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,170,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,175,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,180,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,185,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,190,0,0
"GB2023.2","GBa",7,1,4202.37,-6625.18,4202.75,-6625.67,47,1,195,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,0,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,5,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,10,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,15,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,20,0,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,25,1,0
"GB2023.2","GBa",8,1,4204.78,-6624.88,4204.75,-6624.17,45,1,30,2,1
